point_id,member_id,end,D,t,z,zone,propset,environment,category,not_assessable,not_assessable_reason,sn_curve,D_life,D_life_seed_std,D_life_min,D_life_max,life_years,worst_theta_deg,n_bins_used
35,18,2,1.2,0.035,4.378,splash,3,free_corrosion,B1,False,,B1,0.05041679522367249,0.0022724353371702454,0.032011351018315794,0.0687277737169315,495.8665041894929,247.49999999999997,69
36,19,1,1.2,0.035,4.378,splash,3,free_corrosion,B1,False,,B1,0.030894692619589555,0.00140726575894059,0.020182343012490108,0.042704521723709685,809.2004768530412,270.0,69
37,19,2,1.2,0.035,15.651,splash,3,free_corrosion,B1,False,,B1,0.04018167783922395,0.0021165718963258376,0.025417319634493177,0.05814634540193451,622.1741187620561,180.0,69
38,20,1,1.2,0.035,15.651,atmospheric,3,air,B1,False,,B1,0.0003412099399242754,2.8013828907334394e-05,0.00018208088998474927,0.0005513063894561235,73268.6744282662,180.0,69
39,20,2,1.2,0.035,16.15,atmospheric,3,air,B1,False,,B1,0.0005447191887400894,4.476727527087084e-05,0.0002824085753439077,0.0008662869326822565,45895.20713934066,180.0,69
40,21,1,1.2,0.035,-24.614,submerged,3,seawater_cp,B1,False,,B1,0.0013001590849655877,0.00010961646722498002,0.0006652241582485486,0.002113253198508199,19228.4161908246,90.0,69
41,21,2,1.2,0.035,-8.922,submerged,3,seawater_cp,B1,False,,B1,0.0014926625329355755,0.00013519782449847087,0.000740655550794533,0.002451402070739914,16748.594842019138,180.0,69
42,22,1,1.2,0.035,-8.922,splash,3,free_corrosion,B1,False,,B1,0.07364409921256744,0.0036431453302582886,0.04690597731668455,0.10289301412324633,339.4705111110073,180.0,69
43,22,2,1.2,0.035,4.378,splash,3,free_corrosion,B1,False,,B1,0.06050457775458069,0.0027754561173141037,0.03928537250128284,0.08341801126800882,413.1918761817538,112.5,69
44,23,1,1.2,0.035,4.378,splash,3,free_corrosion,B1,False,,B1,0.03602724641947329,0.0016502190125557176,0.023637124962089518,0.04985332055987667,693.9192551359438,90.0,69
45,23,2,1.2,0.035,15.651,splash,3,free_corrosion,B1,False,,B1,0.048668216228368436,0.0024922245066346534,0.03083233089834454,0.06862876119014631,513.6822743346743,180.0,69
46,24,1,1.2,0.035,15.651,atmospheric,3,air,B1,False,,B1,0.0004184372408873207,3.6844033640202875e-05,0.00020781404731665928,0.0006717452179028481,59746.11616066016,180.0,69
47,24,2,1.2,0.035,16.15,atmospheric,3,air,B1,False,,B1,0.0006530724394635951,5.733141113785378e-05,0.0003249878100976924,0.00105096823831743,38280.59261011519,157.5,69
48,25,1,1.2,0.035,-24.614,submerged,3,seawater_cp,B1,False,,B1,0.0010251611304848327,7.404847448413827e-05,0.0005086210145362261,0.0015307905053755077,24386.41034719749,270.0,69
49,25,2,1.2,0.035,-8.922,submerged,3,seawater_cp,B1,False,,B1,0.0010798361787564068,8.326728481842302e-05,0.0005074936313324935,0.0016460830180175252,23151.659938631845,180.0,69
50,26,1,1.2,0.035,-8.922,splash,3,free_corrosion,B1,False,,B1,0.05877680545810453,0.002947195521338353,0.03619873370966152,0.0831272361332835,425.3378489210294,180.0,69
51,26,2,1.2,0.035,4.378,splash,3,free_corrosion,B1,False,,B1,0.05018924180161414,0.0022660173093133717,0.031876950466702185,0.06880713334439299,498.1147174691126,247.49999999999997,69
52,27,1,1.2,0.035,4.378,splash,3,free_corrosion,B1,False,,B1,0.03133507602156759,0.0014132573196075904,0.020363274309637674,0.04311410764041904,797.8279670613459,270.0,69
53,27,2,1.2,0.035,15.651,splash,3,free_corrosion,B1,False,,B1,0.039457643755116976,0.002090421141676345,0.02488946369811636,0.057379702301541075,633.5907981519533,180.0,69
54,28,1,1.2,0.035,15.651,atmospheric,3,air,B1,False,,B1,0.00032594229218818274,2.698260229409718e-05,0.00017190069990345966,0.0005305924898773312,76700.69395464107,180.0,69
55,28,2,1.2,0.035,16.15,atmospheric,3,air,B1,False,,B1,0.0005012752240977829,3.987505098436344e-05,0.0002601989655448547,0.0007941854733777,49872.80200212587,157.5,69
56,29,1,1.2,0.035,-24.614,submerged,3,seawater_cp,B1,False,,B1,0.0013120172241806937,0.00010873197168602754,0.0006779608949859831,0.002126000504679538,19054.627896071695,90.0,69
57,29,2,1.2,0.035,-8.922,submerged,3,seawater_cp,B1,False,,B1,0.0015074717442914952,0.0001350356912539281,0.000752031200053839,0.0024673703919621953,16584.058769041727,180.0,69
58,30,1,1.2,0.035,-8.922,splash,3,free_corrosion,B1,False,,B1,0.07404171589609534,0.0036478546009643567,0.04717254879535153,0.10349633186180472,337.64749638005617,180.0,69
59,30,2,1.2,0.035,4.378,splash,3,free_corrosion,B1,False,,B1,0.060734515082755125,0.002779308792441308,0.0394273558820356,0.08363010666626147,411.62755586235784,112.5,69
60,31,1,1.2,0.035,4.378,splash,3,free_corrosion,B1,False,,B1,0.036658076710125255,0.0016586843003393462,0.024072827085575645,0.050577367098211534,681.977949844128,90.0,69
61,31,2,1.2,0.035,15.651,splash,3,free_corrosion,B1,False,,B1,0.049349255713421886,0.002528368474420007,0.03130787579096501,0.06955491600531712,506.59325330413367,180.0,69
62,32,1,1.2,0.035,15.651,atmospheric,3,air,B1,False,,B1,0.00043173770167137055,3.829526724707425e-05,0.00021376355400574233,0.0006948718042657565,57905.52898951934,180.0,69
63,32,2,1.2,0.035,16.15,atmospheric,3,air,B1,False,,B1,0.0006489553617413943,5.57075724399543e-05,0.0003230119377740402,0.0010358924962464142,38523.45087790858,180.0,69
64,33,1,0.8,0.02,-44.001,submerged,1,seawater_cp,B1,False,,B1,5.731129658597819e-06,5.061818273014109e-07,3.07093302871199e-06,9.624407120870212e-06,4362141.757252882,180.0,69
65,33,2,0.8,0.02,-44.001,submerged,1,seawater_cp,B1,False,,B1,5.732083932869342e-06,5.259075925830734e-07,2.9847261585213075e-06,9.626933495455158e-06,4361415.550223041,0.0,69
66,34,1,0.8,0.02,-44.001,submerged,1,seawater_cp,B1,False,,B1,1.0888059637922987e-06,1.0793582079735836e-07,5.30746342278176e-07,1.8993316896480262e-06,22960932.27936159,180.0,69
