node,sub_joint_id,plane_id,family,type_label,brace_member,brace_end,chord_t_scenario,direction,treatment,environment,category,D_life,D_life_seed_std,D_life_min,D_life_max,life_years,worst_side,worst_position,worst_segment,n_bins_used
10,"(10, 1)",1,K,K,57,1,thick,,K,seawater_cp,T,0.012881653224912542,0.0011075999367620125,0.006699573371491527,0.02056644294608481,1940.7446826507578,chord,3,,69
10,"(10, 1)",1,K,K,57,1,thin,,K,seawater_cp,T,1.1330149414207917,0.09297636672163032,0.5977990774828745,1.8163992526683115,22.065022345292462,chord,3,,69
10,"(10, 1)",1,K,K,57,1,thick,,Y,seawater_cp,T,0.07524511254874677,0.007621686892834465,0.03648917301650687,0.13065974857205032,332.24749293589014,chord,7,,69
10,"(10, 1)",1,K,K,57,1,thin,,Y,seawater_cp,T,4.525486878317609,0.411199924827379,2.307476532381179,7.57971836713445,5.524267481534269,chord,7,,69
10,"(10, 0)",0,K,K,63,1,thick,,K,seawater_cp,T,0.03681592304336803,0.0034974199870702774,0.017927931491169453,0.06121820881763525,679.0540052615485,brace,1,b,69
10,"(10, 0)",0,K,K,63,1,thin,,K,seawater_cp,T,1.8451028258999473,0.16080450669073706,0.9628931718192116,3.0798846578394383,13.549380364645137,chord,7,,69
10,"(10, 0)",0,K,K,63,1,thick,,Y,seawater_cp,T,0.6046031570245108,0.05439715012753341,0.3132658324936816,1.0302150674276709,41.349436749610774,chord,7,,69
10,"(10, 0)",0,K,K,63,1,thin,,Y,seawater_cp,T,27.662807200800653,2.046772798820643,15.624352265523797,44.05565713872702,0.9037405285200563,chord,7,,69
13,"(13, 1)",1,TY,T,34,1,single,,TY,seawater_cp,T,0.003986949222877671,0.00040003433854299617,0.0019308598885253764,0.0069900275342312185,6270.458589376185,chord,3,,69
13,"(13, 0)",0,TY,T,35,1,single,,TY,seawater_cp,T,0.018761882970239226,0.0016298606939923353,0.009758260522349389,0.030356413221192438,1332.4888573101057,chord,7,,69
14,"(14, 0)",0,TY,Y,43,1,single,,TY,seawater_cp,T,0.02116696453117648,0.002169599098131771,0.010080815535344996,0.03735561713238071,1181.0857415657263,chord,7,,69
14,"(14, 1)",1,TY,Y,51,1,single,,TY,seawater_cp,T,0.15012373221601769,0.013568147220340642,0.07403507634146313,0.2454643710073942,166.5292997380769,chord,7,,69
15,"(15, 1)",1,K,K,42,2,thick,,K,seawater_cp,T,0.0339314382758532,0.0030776973842686723,0.017709036574922402,0.056025367281452944,736.7798499066535,chord,3,,69
15,"(15, 1)",1,K,K,42,2,thin,,K,seawater_cp,T,2.618594579077266,0.22369970514089824,1.3890328872253497,4.250013864282744,9.547105993326175,chord,3,,69
15,"(15, 1)",1,K,K,42,2,thick,,Y,seawater_cp,T,0.3005887869779351,0.030628230599681023,0.15245883817600175,0.5170549965283863,83.17010175710625,chord,3,,69
15,"(15, 1)",1,K,K,42,2,thin,,Y,seawater_cp,T,16.66914469144799,1.350935077331498,9.293965785313882,26.501305114988533,1.4997770109240283,chord,3,,69
15,"(15, 0)",0,K,K,50,2,thick,,K,seawater_cp,T,0.052122470637703304,0.004616681511513325,0.02589999234313681,0.08548007306425028,479.63958143449946,brace,5,b,69
15,"(15, 0)",0,K,K,50,2,thin,,K,seawater_cp,T,1.4856079606138297,0.13405943910250867,0.7537982364497914,2.4303336834520626,16.828127381378863,chord,3,,69
15,"(15, 0)",0,K,K,50,2,thick,,Y,seawater_cp,T,0.9392099871942612,0.08092985327370442,0.49034460798742563,1.5195541441042562,26.61811558742415,chord,3,,69
15,"(15, 0)",0,K,K,50,2,thin,,Y,seawater_cp,T,38.54280762029341,2.614140252864171,22.457081168013747,57.62892874811551,0.6486294471925573,chord,3,,69
15,"(15, 1)",1,K,K,59,1,thick,,K,seawater_cp,T,0.014697903957325774,0.0012792671015063675,0.007853797462582158,0.023957796806909636,1700.9228031823832,brace,2,b,69
15,"(15, 1)",1,K,K,59,1,thin,,K,seawater_cp,T,1.1064401006559774,0.09425978580323406,0.5842235294745215,1.7857296638502036,22.59498727963511,chord,3,,69
15,"(15, 1)",1,K,K,59,1,thick,,Y,seawater_cp,T,0.07810014634303145,0.008265440173854003,0.039312909941893084,0.13592903779090823,320.10183297474254,chord,3,,69
15,"(15, 1)",1,K,K,59,1,thin,,Y,seawater_cp,T,4.662094212122148,0.4408162419480609,2.4151625308745017,7.813379416436116,5.362396996396218,chord,3,,69
15,"(15, 0)",0,K,K,67,1,thick,,K,seawater_cp,T,0.025331611349776427,0.0022249890947349505,0.012226750126316445,0.04033954103015668,986.9091884761071,brace,5,a,69
15,"(15, 0)",0,K,K,67,1,thin,,K,seawater_cp,T,1.3169673824078507,0.1213384620330586,0.5705921676427701,2.1522796587168274,18.983006211051148,chord,7,,69
15,"(15, 0)",0,K,K,67,1,thick,,Y,seawater_cp,T,0.4672353162512392,0.04237902117228609,0.2269079494011982,0.7614764209722957,53.506229367638674,chord,7,,69
