member_id,member_class,year,D_fatigue,t_mm,past_static_cutoff
70,brace,45.0,0.050195407406500914,6.500000000000001,False
70,brace,46.0,0.05149535574986785,6.200000000000001,False
70,brace,47.0,0.05279992747844845,5.9,False
70,brace,48.0,0.05410904013050917,5.600000000000002,False
70,brace,49.0,0.05542261440577309,5.300000000000001,False
70,brace,50.0,0.056740573982037405,5.000000000000001,False
70,brace,51.0,0.05806284534589064,4.700000000000001,False
70,brace,52.0,0.059389357636189855,4.400000000000001,False
70,brace,53.0,0.06072004249910854,4.100000000000003,False
70,brace,54.0,0.062054833953697285,3.800000000000001,False
70,brace,55.0,0.06339366826701377,3.4999999999999996,False
70,brace,56.0,0.06473648383797903,3.199999999999998,False
70,brace,57.0,0.06608322108920499,2.9000000000000035,False
70,brace,58.0,0.06743382236611556,2.6000000000000014,False
70,brace,59.0,0.06878823184275211,2.3,False
70,brace,60.0,0.07014639543371434,2.0000000000000018,False
70,brace,61.0,0.07150826071174127,1.7000000000000002,True
70,brace,62.0,0.07287377683048414,1.400000000000002,True
70,brace,63.0,0.074242894452066,1.1000000000000003,True
70,brace,64.0,0.0756155656790594,0.800000000000002,True
70,brace,65.0,0.07699174399054812,0.5000000000000004,True
70,brace,66.0,0.07837138418196844,0.1999999999999988,True
71,brace,0.0,0.0,20.0,False
71,brace,1.0,0.0005880250743754,19.7,False
71,brace,2.0,0.0013169329819084895,19.400000000000002,False
71,brace,3.0,0.002110564958866641,19.099999999999998,False
71,brace,4.0,0.002949385246335919,18.8,False
71,brace,5.0,0.0038234935819356623,18.5,False
71,brace,6.0,0.004726792658874571,18.2,False
71,brace,7.0,0.005655112170976375,17.9,False
71,brace,8.0,0.0066054031988003244,17.6,False
71,brace,9.0,0.007575330780455746,17.3,False
71,brace,10.0,0.008563044372750567,17.0,False
71,brace,11.0,0.00956703813018021,16.7,False
71,brace,12.0,0.010586060735125795,16.400000000000002,False
71,brace,13.0,0.01161905447453865,16.1,False
71,brace,14.0,0.012665112524770372,15.8,False
71,brace,15.0,0.013723448074143054,15.5,False
71,brace,16.0,0.01479337142305356,15.200000000000001,False
71,brace,17.0,0.015874272625517383,14.9,False
71,brace,18.0,0.016965608080991224,14.600000000000001,False
71,brace,19.0,0.018066890006053833,14.3,False
71,brace,20.0,0.019177678047147043,14.0,False
71,brace,21.0,0.020297572512874312,13.700000000000001,False
71,brace,22.0,0.021426208850350903,13.4,False
71,brace,23.0,0.022563253090395502,13.100000000000001,False
71,brace,24.0,0.023708398056633644,12.800000000000002,False
71,brace,25.0,0.024861360183715986,12.5,False
71,brace,26.0,0.026021876826195937,12.200000000000001,False
71,brace,27.0,0.027189703966342717,11.9,False
71,brace,28.0,0.028364614249092937,11.6,False
71,brace,29.0,0.02954639528738069,11.3,False
71,brace,30.0,0.03073484819256137,11.000000000000002,False
71,brace,31.0,0.03192978629349255,10.700000000000001,False
71,brace,32.0,0.033131034014723615,10.400000000000002,False
71,brace,33.0,0.03433842588965643,10.1,False
71,brace,34.0,0.035551805688824704,9.8,False
71,brace,35.0,0.036771025646859704,9.5,False
71,brace,36.0,0.03799594577446005,9.200000000000001,False
71,brace,37.0,0.03922643324390887,8.9,False
71,brace,38.0,0.04046236183849465,8.6,False
71,brace,39.0,0.04170361145767807,8.300000000000002,False
71,brace,40.0,0.04295006767107159,8.0,False
71,brace,41.0,0.04420162131531304,7.700000000000002,False
71,brace,42.0,0.045458168128759704,7.4,False
71,brace,43.0,0.04671960841963596,7.1000000000000005,False
